offerid	clusterid	size	productname	brand	description	id1	id2	id3	price	currency
macmall_326	cluster_22191	6	HP Inc. ZBook 14u G5 Mobile Workstation 8th Gen Intel Core i7-8550U 1.8GHz - 8GB RAM 256GB SSD Z Turbo Drive NVMe 14in IPS 1920 x 1080 (Full HD) Radeon Pro WX 3100 / UHD Graphics 620 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit - Turbo Silver (3YE07UTABA)	HP	"8th Gen Intel Core i7-8550U 1.8GHz, 8GB RAM, 256GB SSD Z Turbo Drive, NVMe, 14in IPS 1920 x 1080 (Full HD), Radeon Pro WX 3100 / UHD Graphics 620, WiFi, Bluetooth, Microsoft Windows 10 Pro 64-bit, Turbo Silver"	1.92545E+11	3YE07UTABA		1399.99	USD
macmall_329	cluster_22297	6	Lenovo ThinkPad T580 20L9 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Notebook PC - 8GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 15.6in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20L9001FUS)	Lenovo	"8th Gen Intel Core i5-8350U Quad-Core 1.7GHz, 8GB RAM, 256GB SSD TCG Opal Encryption 2 NVMe, 15.6in IPS touchscreen 1920 x 1080 (Full HD), UHD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Black"	1.92159E+11	20L9001FUS		1519.29	USD
macmall_333	cluster_22175	6	Acer Swift 5 SF514-52TP-52LH 8th Gen Intel Core i5-8250U Quad-core 1.60 GHz Notebook PC - 8GB RAM 256GB SSD 14in Full HD (1920x1080) 16:9 IPS-Pro CineCrystal Display Intel UHD Graphics 620 802.11ac WLAN Microsoft Windows 10 Pro (NX.H0DAA.001)	Acer	"8th Gen Intel Core i5-8250U Quad-core 1.60 GHz Notebook PC - 8GB RAM, 256GB SSD, 14in Full HD (1920x1080) 16:9 IPS-Pro CineCrystal Display, Intel UHD Graphics 620, 802.11ac WLAN, Microsoft Windows 10 Pro"	1.91115E+11	NXH0DAA001		939.99	USD
macmall_340	cluster_22346	7	HP Inc. 250 G6 - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD SED - DVD-Writer - 15.6in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - dark ash silver woven texture - kbd: US (1NW57UTABA)	HP	"HP 250 G6 - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD SED - DVD-Writer - 15.6in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi, Bluetooth - dark ash silver, woven texture - kbd: US"	1.90782E+11	1NW57UTABA		699	USD
macmall_341	cluster_22524	8	HP Inc. SmartBuy ZBook 15 G4 7th Gen Intel Core i7-7820HQ 2.9GHz Mobile Workstation - 16GB RAM 512GB SSD Z Turbo Drive NVMe 15.6in 1920 x 1080 (Full HD) Quadro M2200 / HD Graphics 630 Microsoft Windows 10 Pro 64-bit (1JD35UTABA)	HP	"7th Gen Intel Core i7-7820HQ 2.9GHz, 16GB RAM, 512GB SSD Z Turbo Drive, NVMe, 15.6in 1920 x 1080 (Full HD), Quadro M2200 / HD Graphics 630, Microsoft Windows 10 Pro 64-bit"	1.90782E+11	1JD35UTABA		2125.99	USD
macmall_348	cluster_22180	6	HP Inc. ProBook 450 G5 - 8th Gen Intel Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi Bluetooth - kbd: US (2ST02UTABA)	HP	"HP ProBook 450 G5 - 8th Gen Intel Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - kbd: US"	1.91629E+11	2ST02UTABA		649.99	USD
macmall_352	cluster_22236	6	Dell Latitude 3490 7th Gen Intel Core i3 7130U / 2.7 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - BTS - with 1 Year  Hardware Service with Onsite/In-Home Service After Remote Diagnosis (5NCNT)	Dell	"An easily managed 14in laptop with top security features critical for small and growing businesses, all in a durable, reliable and sleek design."	8.84116E+11	5NCNT		569.99	USD
macmall_359	cluster_22292	6	Dell Latitude 5591 8th Gen Intel Core i7-8850H 2.6GHz Notebook PC - 16GB RAM 512GB SSD NVMe Class 40 15.6in 1920 x 1080 (Full HD) UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit (J3VWF)	Dell	"8th Gen Intel Core i7-8850H 2.6GHz, 16GB RAM, 512GB SSD NVMe Class 40, 15.6in 1920 x 1080 (Full HD), UHD Graphics 630, WiFi, Bluetooth, Microsoft Windows 10 Pro 64-bit"	8.84116E+11	J3VWF		1899.99	USD
macmall_373	cluster_22533	12	Lenovo ThinkPad X1 Yoga 20LD Flip design 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz - 16GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 14in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20LD001DUS)	Lenovo	"8th Gen Intel Core i5-8350U Quad-Core 1.7GHz - 16GB RAM, 256GB SSD TCG Opal Encryption 2 NVMe, 14in IPS touchscreen 1920 x 1080 (Full HD), UHD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Black"	1.9233E+11	20LD001DUS		1889.99	USD
macmall_40	cluster_22517	11	Lenovo ThinkPad E580 20KS 8th Gen Intel Core i7-8550U Quad-Core 1.8GHz Notebook PC - 8GB RAM 500GB HDD 15.6in IPS 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20KS003LUS)	Lenovo	"8th Gen Intel Core i7-8550U Quad-Core 1.8GHz, 8GB RAM, 500GB HDD, 15.6in IPS 1920 x 1080 (Full HD), UHD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Black"	1.92158E+11	20KS003LUS		869.99	USD
macmall_404	cluster_21996	7	Lenovo IdeaPad 330 330-15ICH 81FK 8th Gen Intel Core i5-8300H 2.3GHz Notebook PC - 8GB RAM 1TB HDD 15.6in TN 1920 x 1080 (Full HD) GeForce GTX 1050 / UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Home 64-bit - Onyx Black (81FK0000US)	Lenovo	"8th Gen Intel Core i5-8300H 2.3GHz, 8GB RAM, 1TB HDD, 15.6in TN 1920 x 1080 (Full HD), GeForce GTX 1050 / UHD Graphics 630, WiFi, Bluetooth, Microsoft Windows 10 Home 64-bit"	1.92331E+11	81FK0000US		806.99	USD
macmall_409	cluster_22104	6	HP Inc. Pavilion x360 15-cr0077nr - Flip design - 8th Gen Intel Core i5 8250U / 1.6 GHz - Windows 10 Home - 8 GB RAM - 256 GB SSD NVMe - 15.6in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth (3VQ45UAABA)	HP	"HP Pavilion x360 15-cr0077nr - Flip design - Core i5 8250U / 1.6 GHz - Windows 10 Home - 8 GB RAM - 256 GB SSD NVMe - 15.6in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi, Bluetooth"	1.92545E+11	3VQ45UAABA		798.99	USD
macmall_411	cluster_22274	9	HP Inc. Envy 13-ah0010nr 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB PCIe NVMe M.2 SSD 13.3in Full HD (1920x1080) IPS Touchscreen Display Intel UHD Graphics 620 Wi-Fi Bluetooth Webcam Windows 10 Home 64 (3WF47UAABA)	HP	"8th Gen Intel Core i7-8550U Quad-Core 1.80GHz, 8GB LPDDR3-1866 SDRAM (onboard), 256GB PCIe NVMe M.2 SSD, 13.3in Full HD (1920x1080) IPS Touchscreen Display, Intel UHD Graphics 620, Wi-Fi, Bluetooth 4.2, Webcam, Windows 10 Home 64"	1.92545E+11	3WF47UAABA		1016.99	USD
macmall_434	cluster_22433	7	HP Inc. Pavilion Gaming 15-cx0020nr 8th Gen Intel Core i5-8300H Quad-Core 2.3GHz Notebook PC - 8GB RAM 1TB HDD (16GB SSD cache) 15.6in IPS 1920 x 1080 (Full HD) GF GTX 1050 Ti Wi-Fi Bluetooth Microsoft Windows 10 Home (3WF00UAABA)	HP	"HP Pavilion Gaming 15-cx0020nr 8th Gen Intel Core i5-8300H Quad-Core 2.3GHz Notebook PC - 8GB RAM, 1TB HDD (16GB SSD cache), 15.6in IPS 1920 x 1080 (Full HD), GF GTX 1050 Ti, Wi-Fi, Bluetooth, Microsoft Windows 10 Home"	1.92545E+11	3WF00UAABA		883.99	USD
macmall_435	cluster_22605	20	HP Inc. Pavilion Gaming 15-cx0030nr 8th Gen Intel Core i5-8300H Quad-Core 2.3GHz Notebook PC - 8GB RAM 128GB SSD NVMe + 1TB HDD 15.6in IPS 1920 x 1080 (Full HD) GF GTX 1050 Ti Wi-Fi Bluetooth Microsoft Windows 10 Home (3WE99UAABA)	HP	"Pavilion Gaming 15-cx0030nr 8th Gen Intel Core i5-8300H Quad-Core 2.3GHz Notebook PC - 8GB RAM, 128GB SSD NVMe + 1TB HDD, 15.6in IPS 1920 x 1080 (Full HD), GF GTX 1050 Ti, Wi-Fi, Bluetooth, Microsoft Windows 10 Home"	1.92545E+11	3WE99UAABA		909.99	USD
macmall_442	cluster_22370	7	ASUS X540UA-DB71 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 1TB SSHD (8GB Cache) FireCuda 15.6in FHD (1920x1080) Display Intel HD Graphics 802.11ac Bluetooth 4.1 VGA Camera DL DVD±RW/CD-RW Windows 10 64-bit (X540UA-DB71)	ASUS	"8th Gen Intel Core i7-8550U Quad-Core 1.80GHz, 8GB DDR4 RAM, 1TB SSHD FireCuda, 15.6in FHD (1920x1080) Display - Matte, Intel HD Graphics, 802.11ac, BT4.1, VGA Camera, DVD±RW/CD-RW, HDMI, 2xUSB 2.0, USB 3.0, Micro SD Card Reader, Windows 10 64-bit"	1.92876E+11	X540UADB71		709.99	USD
macmall_472	cluster_22377	7	ASUS X540UA-DB51 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB RAM 1TB SSHD (8GB Cache) FireCuda 15.6in FHD (1920x1080) Display Intel HD Graphics 802.11ac Bluetooth 4.2 VGA Camera DL DVD±RW/CD-RW Windows 10 64-bit (X540UA-DB51)	ASUS	"8th Gen Intel Core i5-8250U Quad-Core 1.60GHz, 8GB DDR4 RAM, 1TB SSHD FireCuda, 15.6in FHD (1920x1080) Display, Intel HD Graphics, 802.11ac, BT4.2, VGA Camera, DVD±RW/CD-RW, HDMI, 2xUSB 2.0, USB 3.0, Micro SD Card Reader, Windows 10 64-bit"	8.8935E+11	X540UADB51		629.99	USD
macmall_484	cluster_22332	7	MSI GS73 STEALTH-016 - Intel Core i7-8750H (2.6 - 4.1GHz) 16GB (8G*2) DDR4 2400MHz 256GB NVMe SSD + 2TB (5400RPM) LAN WLAN BT 5 NVIDIA GeForce® GTX1070 8G GDDR5 17.3in FHD Anti-Glare Wide View Angle 120Hz 3ms 94%NTSC Windows 10 (GS73016)	MSI	"Intel Core i7-8750H (2.6 - 4.1GHz), 16GB (8G*2) DDR4 2400MHz, 256GB NVMe SSD + 2TB (5400RPM), LAN, WLAN, BT 5, NVIDIA GeForce® GTX1070 8G GDDR5, 17.3in FHD, Anti-Glare Wide View Angle 120Hz 3ms 94%NTSC, Windows 10"	8.24142E+11	GS73016		2299	USD
macmall_499	cluster_22242	6	MSI PS42 8RB-060 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB DDR4 2400MHz 512GB M.2 SATA HDD 14in Thin bezel Full HD IPS-level panel NVIDIA GeForce MX150 2GB GDDR5 802.11ac Bluetooth 5 720p HD Webcam - Aluminum Silver (PS42060)	MSI	"8th Gen Intel Core i5-8250U Quad-Core 1.60GHz, 8GB DDR4 2400MHz, 512GB M.2 SATA HDD, 14in Thin bezel Full HD IPS-level panel, NVIDIA GeForce MX150 2GB GDDR5, 802.11ac, Bluetooth 5, 720p HD Webcam, Microsoft Windows 10 Pro - Aluminum Silver"	8.24142E+11	PS42060		1099	USD
macmall_506	cluster_22485	8	Dell Latitude 5591 8th Gen Intel Core i5-8400H 2.5GHz Notebook PC - 8GB RAM 256GB SSD NVMe Class 40 15.6in 1920 x 1080 (Full HD) UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit (XX14F)	Dell	"8th Gen Intel Core i5-8400H 2.5GHz, 8GB RAM, 256GB SSD NVMe Class 40, 15.6in 1920 x 1080 (Full HD), UHD Graphics 630, WiFi, Bluetooth, Microsoft Windows 10 Pro 64-bit"	8.84116E+11	XX14F		1449.99	USD
macmall_520	cluster_22043	7	Lenovo 330-15ICH 81FK - Core i7 8750H / 2.2 GHz - Win 10 Home 64-bit - 12 GB RAM - 1 TB HDD (16 GB SSD cache) - 15.6in TN 1920 x 1080 (Full HD) - GF GTX 1050 / UHD Graphics 630 - Wi-Fi Bluetooth - onyx black (81FK009UUS)	Lenovo	"Lenovo 330-15ICH 81FK - Core i7 8750H / 2.2 GHz - Win 10 Home 64-bit - 12 GB RAM - 1 TB HDD (16 GB SSD cache) - 15.6in TN 1920 x 1080 (Full HD) - GF GTX 1050 / UHD Graphics 630 - Wi-Fi, Bluetooth - onyx black"	1.93124E+11	81FK009UUS		955.99	USD
macmall_521	cluster_22468	13	Lenovo 330-15IKBR 81DE - Core i5 8250U / 1.6 GHz - Win 10 Home 64-bit - 8 GB RAM - 1 TB HDD (16 GB SSD cache) - DVD-Writer - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi Bluetooth - platinum gray (81DE01M2US)	Lenovo	"Lenovo 330-15IKBR 81DE - Core i5 8250U / 1.6 GHz - Win 10 Home 64-bit - 8 GB RAM - 1 TB HDD (16 GB SSD cache) - DVD-Writer - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - platinum gray"	1.93125E+11	81DE01M2US		669.99	USD
macmall_542	cluster_22440	8	Lenovo ThinkPad X1 Yoga 20LF - Flip design - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - silver (20LF000JUS)	Lenovo	"Lenovo ThinkPad X1 Yoga 20LF - Flip design - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 14in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - silver"	1.9233E+11	20LF000JUS		1729.99	USD
macmall_580	cluster_22520	18	HP Inc. HP PAVILION X360 CONVERTIBLE 14-BA110NR (3WE91UAABA)	HP	HP PAVILION X360 CONVERTIBLE 14-BA110NR	1.92545E+11	3WE91UAABA		753.99	USD
macmall_595	cluster_22575	10	ASUS Chromebook C202SA-YS02 Intel Core Celeron N3060 Dual-Core 1.6 GHz Notebook PC - 4GB RAM 16GB eMMC 11.6in HD 802.11ac Bluetooth V4.2 - Dark Blue/Silver (C202SA-YS02)	ASUS	"Intel Core Celeron N3060 Dual-Core 1.6 GHz, 4GB DDR3L SDRAM, 16GB eMMC, 11.6in HD, Intel HD Graphics 400, 802.11ac, Bluetooth V4.2, Chrome OS - Dark Blue/Silver"	8.89349E+11	C202SAYS02		229.99	USD
macmall_628	cluster_22401	7	ASUS VivoBook X540YA DB02 - E2 6110 / 1.5 GHz - Win 10 Home 64-bit - 4 GB RAM - 500 GB HDD - 15.6in 1366 x 768 (HD) - Radeon R2 - gold chocolate black (X540YA-DB02)	ASUS	"ASUS VivoBook X540YA DB02 - E2 6110 / 1.5 GHz - Win 10 Home 64-bit - 4 GB RAM - 500 GB HDD - 15.6in 1366 x 768 (HD) - Radeon R2 - gold, chocolate black"	1.92876E+11	X540YADB02		317.99	USD
macmall_642	cluster_22468	13	Lenovo 530S-14IKB 81EU - 8th Gen Intel Core i5 8250U / 1.6 GHz - Windows 10 Home - 8 GB RAM - 256 GB SSD NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - onyx black (81EU0008US)	Lenovo	"530S-14IKB 81EU - 8th Gen Intel Core i5 8250U / 1.6 GHz - Windows 10 Home - 8 GB RAM - 256 GB SSD NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - onyx black"	1.9233E+11	81EU0008US		802.99	USD
macmall_644	cluster_22238	6	HP Inc. EliteBook 1040 G3 - Core i5 6200U / 2.3 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi NFC Bluetooth - kbd: US (Z2A00UTABA)	HP	"HP EliteBook 1040 G3 - Core i5 6200U / 2.3 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi, NFC, Bluetooth - kbd: US"	1.90781E+11	Z2A00UTABA		1330.51	USD
macmall_686	cluster_22587	13	ASUS ZenBook 13 UX331UA-DS71 8th Gen Intel Core i7-8550U Quad Core 1.80GHz Ultra-Slim Notebook PC - 8GB LPDDR3 (On Board) 256GB SSD 13.3in FHD (1920x1080) IPS Display Intel HD Graphics 802.11ac Bluetooth 4.2 VGA Camera Windows 10 64-bit (UX331UA-DS71)	ASUS	"8th Gen Intel Core i7-8550U Quad Core 1.80GHz, 8GB LPDDR3 (On Board), 256GB SSD, 13.3in FHD (1920x1080) IPS level WideView, Intel HD Graphics, 802.11ac, BT4.2, VGA Camera, HDMI, USB3.1 Type-C Gen1, 2xUSB 3.0, Micro SD Card Reader, Windows 10 64-bit"	1.92876E+11	UX331UADS71		907.99	USD
macmall_690	cluster_22105	8	HP Inc. Smart Buy ProBook x360 440 G1 Intel Core i3-8130U Dual-Core 2.20GHz Convertible Notebook PC - 4GB RAM 128GB SSD 14in Touchscreen LED FHD UWVA Display 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD Webcam 3-Cell 48 WHr Battery (4PY44UTABA)	HP	"Intel Core i3-8130U Dual-Core 2.20GHz, 4GB DDR4 SDRAM, 128GB M2 TLC SATA3 SSD, 14in Touchscreen LED FHD UWVA Display, Intel HD Graphics 620, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD Webcam, Microsoft Windows 10 Pro 64-bit"	1.92546E+11	4PY44UTABA		803.69	USD
macmall_692	cluster_22493	8	ASUS PRO P5440UF XB74 8th Gen Intel Core i7-8550U 1.8GHz Notebook PC - 16GB RAM 512GB SSD 14in 1920 x 1080 (Full HD) NVIDIA GeForce MX130 2GB GDDR5 HD Web Camera 802.11AC Bluetooth 4.2 3-cell Li-ion Microsoft Windows 10 Pro 64-bit (P5440UF-XB74)	ASUS	"8th Gen Intel Core i7-8550U 1.8GHz, 16GB DDR4 RAM, 512GB PCIE G3X4 SSD + TPM, 14in 1920 x 1080 (Full HD), NVIDIA GeForce MX130 2GB GDDR5, HD Web Camera, 802.11AC, Bluetooth 4.2, 3-cell Li-ion, Microsoft Windows 10 Pro 64-bit"	1.92876E+11	P5440UFXB74		1339.99	USD
macmall_693	cluster_22135	6	ASUS ROG GL504GS-DS74 Gaming Laptop Strix SCAR II Edition - 8th Gen Intel Core i7-8750H 6-Core 2.20GHz 16GB RAM 256GB PCIe SSD + 1TB SSHD 15.6in 144Hz IPS-Type Slim Bezel Display GeForce GTX 1070 8GB WiFi Bluetooth RGB Keyboard Windows 10 Home 64-bit (GL504GS-DS74)	ASUS	"8th Gen Intel Core i7-8750H 6-Core 2.20GHz, 16GB DDR4, 256GB PCIe SSD +1TB SSHD, 15.6in 144Hz IPS-Type Slim Bezel Display, GeForce GTX 1070 8GB, WiFi, Bluetooth, SD Media Card Reader, RGB Keyboard, USB Type-A & Type-C, HDMI, Mini-DP, Windows 10 Home 64-bit"	1.92876E+11	GL504GSDS74		1998.99	USD
macmall_7	cluster_22439	7	Apple MacBook 12in with Retina Display Intel 1.2GHz Dual-Core Intel Core m3 processor 8GB RAM 256GB SSD storage & Intel HD Graphics 615 - Space Gray macOS Mojave (MNYF2LL/A)	Apple	"256GB SSD storage, 1.2GHz dual-core Intel Core m3 processor Turbo Boost up to 3.0GHz, 8GB Memory, Intel HD Graphics 615"	1.90198E+11	MNYF2LLA		1244	USD
macmall_72	cluster_22113	6	Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz 8GB RAM 256GB SSD 13.5in touchscreen 2256 x 1504 Intel Iris Plus Graphics 640 Wi-Fi Bluetooth Microsoft Windows 10 Pro - Burgundy kbd: English North America - commercial (JKQ-00036)	Microsoft	"7th Gen Intel Core i7-7660U Dual-Core 2.5GHz, 8GB RAM, 256GB SSD, 13.5in touchscreen 2256 x 1504, Intel Iris Plus Graphics 640, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro - Burgundy, kbd: English, North America - commercial"	8.89842E+11	JKQ00036		1349.99	USD
macmall_75	cluster_22287	6	MSI GS63VR STEALTH PRO-674 - Intel Core i7-7700HQ - 16GB DDR4 Memory - 128GB SSD+1TB HDD -  15.6in FHD (1920x1080) - GeForce GTX 1060 with 6GB GDDR5 - Windows 10 Home 64-bit (GS63VR674)	MSI	MSI GS63VR STEALTH PRO-674 - Intel Core i7-7700HQ - 16GB DDR4 Memory - 128GB SSD+1TB HDD - 15.6in FHD (1920x1080) - GeForce GTX 1060 with 6GB GDDR5 - Windows 10 Home 64-bit	8.24142E+11	GS63VR674		1359.99	USD
macmall_80	cluster_22113	6	Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz 8GB RAM 256GB SSD 13.5in touchscreen 2256 x 1504 Intel Iris Plus Graphics 640 Wi-Fi Bluetooth Microsoft Windows 10 Pro - Platinum kbd: English North America - commercial (JKQ-00001)	Microsoft	"Microsoft Surface Laptop - Core i5 7200U / 2.5 GHz - Win 10 Pro - 8 GB RAM - 256 GB SSD - 13.5in touchscreen 2256 x 1504 - HD Graphics 620 - Wi-Fi, Bluetooth - platinum - kbd: English - North America - commercial"	8.89842E+11	JKQ00001		1149.99	USD
macmall_98	cluster_22164	7	Lenovo ThinkPad E485 20KU - Ryzen 5 2500U / 2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - Radeon Vega 8 - Wi-Fi Bluetooth - black (20KU001KUS)	Lenovo	"Lenovo ThinkPad E485 20KU - Ryzen 5 2500U / 2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 14in IPS 1920 x 1080 (Full HD) - Radeon Vega 8 - Wi-Fi, Bluetooth - black"	1.92651E+11	20KU001KUS		699.99	USD
massgenie_108	cluster_22515	8	ASUS 90NR0031-M00190 15.6 in. 16 GB 256 GB Core i7 8750H Gaming Laptop		"$2718.09, Storage is provided by a 256 gb nvme pcie ssd and a 1 tb seagate firecuda solid&#45;state hybrid drive &#40;sshd&#41; with an 8 gb cache&#46; The gm501gs has also been built with 802&#46;11Ac wi&#45;fi and a 4&#45;zone rgb keyboard&#46; The installed operating systems are windows 10 pro &#40;64&#45;bit&#41; and pureos&#46; Rog metallic black no touch screen 15&#46;6&quot; Fhd &#40;19201080&#41;&#44; matte&#44; 144hz&#44; 3ms&#40;gtg&#41;&#44; g&#45;sync intel core i7&#45;8750h 2&#46;2Ghz &#40;turbo up to 3&#46;9Ghz&#41; mobile intel hm370 express chipsets 16gb ddr4 2x socket &#40;one slot installed w&#45; 16gb&#44; one slot open&#41; nvidia gtx 1070 8gb gddr5 256gb nvme&#45;pcie ssd plus 1tb sshd &#40;8gb cache&#41; firecuda no optical drive windows 10 professional &#40;64bit&#41; 802&#46;11Ac hdcamera bluetooth 4&#46;2 Rgb &#40;4&#45;zone&#41; keyboard 55whrs&#44; 4s1p&#44; 4&#45;cell li&#45;ion 1yr international&#45;1yr adp with 1&#45;way free shipping&#45;30&#45;day zero bright dot&#45;2&#45;way for standard repair&#45;24&#45;7 tech support 1x headphone&#45;out &#38; audio&#45;in combo jack&#59; 1x hdmi&#59; 1x thunderbolt&#59; 4x usb type&#45;a 3&#46;1 &#40;Gen2&#41;&#59; 1x usb type&#45;c 3&#46;1 &#40;Gen2&#41;&#46; Features16 gb 256 gb core i7 8750h gaming laptopSpecificationsInternal Capacity&#58; 16 GBSorage Capacity&#58; 256 GbCore&#58; i7 WindowsWeight&#58; 5&#46;5 lbs"	8.8935E+11		TVOR7JA5UG7U6UW6	2718.09	USD
massgenie_109	cluster_22165	6	HP COMMERCIAL SPECIALTY 1NL43UTABA ZBk17G4 i77820HQ 16G 1TB 17.3		"$2723.94, HP COMMERCIAL SPECIALTY 1NL43UT#ABA ZBk17G4 i77820HQ 16G 1TB 17.3"	1.90782E+11		ZGRU3LNZX2Z5LDFU	2723.94	USD
massgenie_135	cluster_22188	6	Lenovo 20kh002jus thinkpad x1 carbon 6th generation intel core i7-8650u (1.90ghz 8mb) 14.0 1920		"$2593.64, LENOVO 20KH002JUS THINKPAD X1 CARBON 6TH GENERATION, INTEL CORE I7-8650U (1.90GHZ, 8MB), 14.0 1920"	1.92159E+11		5MA5PU8YAMOE9AT5	2593.64	USD
massgenie_143	cluster_22467	8	Hp business 2ue51utaba 1020ebg2 i77600u 16g 512g 12.5		"$2570.06, Processor Manufacturer: IntelProcessor Type: Core i7Processor Generation: 7th GenProcessor Model: i7-7600UProcessor Speed: 2.80 GHzProcessor Core: Dual-core (2 Core)Standard Memory: 16 GBMemory Technology: LPDDR3Solid State Drive Capacity: 512 GBScreen Size: 12.5Display Screen Type: LCDDisplay Screen Technology: In-plane Switching (IPS) TechnologyDisplay Screen Technology: BrightViewScreen Resolution: 1920 x 1080Touchscreen: YesGraphics Controller Manufacturer: IntelGraphics Controller Model: HD Graphics 620Graphics Memory Technology: LPDDR3Graphics Memory Accessibility: SharedWireless LAN: YesWireless LAN Standard: IEEE 802.11a/b/g/n/acBluetooth: YesNear Field Communication: YesFront Camera/Webcam: YesHDMI: YesTotal Number of USB Ports: 2USB Type-C: YesUSB Type-C Detail: 2 USB 3.1 Type-C&trade; with Thunderbolt&trade; supportOperating System Platform: WindowsOperating System: Windows 10 ProOperating System Architecture: 64-bitNumber of Batteries: 1Number of Cells: 4-cellMaximum Battery Run Time: 15.50 HourInput Voltage: 120 V ACInput Voltage: 230 V ACForm Factor: ConvertibleHeight: 0.5inWidth: 11.4inDepth: 8inWeight (Approximate): 2.50 lbPackage Contents: EliteBook x360 1020 G2 AC Adapter Energy Star: YesEnvironmentally Friendly: YesEnvironmental Certification: REACHCountry of Origin: ChinaLimited Warranty: 3 YearPackage Contents EliteBook x360 1020 G2 AC Adapter in"	1.92018E+11		TVBNQW8D6ICYH3VS	2570.06	USD
